company,official_site,bursa_site,code
PWF CORPORATION BERHAD,http://www.pwconsolidated.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7134,7134
QL RESOURCES BERHAD,http://www.ql.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7084,7084
QUALITY CONCRETE HOLDINGS BERHAD,http://www.qchb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7544,7544
RALCO CORPORATION BERHAD,http://www.ralcocorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7498,7498
RANHILL HOLDINGS BERHAD,http://www.ranhill.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5272,5272
RAPID SYNERGY BERHAD,http://www.rapidsynergy.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7765,7765
RCE CAPITAL BERHAD,http://www.rce.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9296,9296
REACH ENERGY BERHAD,http://www.reachenergy.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5256,5256
RED SENA BERHAD,http://www.redsena.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5270,5270
RESINTECH BERHAD,http://www.resintechmalaysia.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7232,7232
REX INDUSTRY BERHAD,http://www.rex.net.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9946,9946
RGB INTERNATIONAL BHD,http://www.rgbgames.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0037,0037
RGT BERHAD,http://www.rgtberhad.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9954,9954
RHB BANK BERHAD,http://www.rhbgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1066,1066
RHONE MA HOLDINGS BERHAD,http://www.rhonema.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5278,5278
RIMBUNAN SAWIT BERHAD,http://www.rsb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5113,5113
RIVERVIEW RUBBER ESTATES BERHAD,http://www.riverview.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2542,2542
ROHAS TECNIC BERHAD,http://www.rohastecnic.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9741,9741
RUBBEREX CORPORATION (M) BERHAD,http://www.rubberex-corp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7803,7803
SALCON BERHAD,http://www.salcon.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8567,8567
SALUTICA BERHAD,http://www.salutica.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0183,0183
SAM ENGINEERING & EQUIPMENT (M) BERHAD,http://www.sam-malaysia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9822,9822
SAMCHEM HOLDINGS BERHAD,http://www.samchem.com.my/home/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5147,5147
SAND NISKO CAPITAL BERHAD,http://www.lcfurniture.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7943,7943
SAPURA ENERGY BERHAD,http://www.sapuraenergy.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5218,5218
SAPURA INDUSTRIAL BERHAD,http://www.sapura.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7811,7811
SAPURA RESOURCES BERHAD,http://www.sapura-resources.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4596,4596
SARAWAK CABLE BERHAD,http://www.sarawakcable.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5170,5170
SARAWAK CONSOLIDATED INDUSTRIES BERHAD,http://www.scib.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9237,9237
SARAWAK OIL PALMS BERHAD,http://www.sop.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5126,5126
SARAWAK PLANTATION BERHAD,http://www.spbgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5135,5135
SASBADI HOLDINGS BERHAD,http://www.sasbadiholdings.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5252,5252
SAUDEE GROUP BERHAD,http://saudee.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5157,5157
SBC CORPORATION BERHAD,http://www.sbcgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5207,5207
SCANWOLF CORPORATION BERHAD,http://www.scanwolf.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7239,7239
SCGM BHD,http://www.scgmbhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7247,7247
SCICOM (MSC) BERHAD,http://www.scicom-intl.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0099,0099
SCIENTEX BERHAD,http://www.scientex.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4731,4731
SCOMI ENERGY SERVICES BHD,http://www.scomienergy.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7045,7045
SCOMI GROUP BERHAD,http://www.scomigroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7158,7158
SEACERA GROUP BERHAD,http://www.seacera.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7073,7073
SEAL INCORPORATED BERHAD,http://www.sib.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4286,4286
SEALINK INTERNATIONAL BERHAD,http://www.asiasealink.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5145,5145
SEE HUP CONSOLIDATED BERHAD,http://www.seehup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7053,7053
SEG INTERNATIONAL BHD,http://www.segi.edu.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9792,9792
SELANGOR DREDGING BERHAD,http://www.sdb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2224,2224
SENI JAYA CORPORATION BERHAD,http://www.senijayacorp.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9431,9431
SENTORIA GROUP BERHAD,http://www.sentoria.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5213,5213
QUILL CAPITA TRUST,http://www.qct.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5123,5123
SERBA DINAMIK HOLDINGS BERHAD,http://serbadinamik.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5279,5279
SEREMBAN ENGINEERING BERHAD,http://www.seb.net.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5163,5163
SERN KOU RESOURCES BERHAD,http://www.sernkou.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7180,7180
SHANGRI-LA HOTELS (MALAYSIA) BERHAD,http://www.shangri-la.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5517,5517
SHH RESOURCES HOLDINGS BERHAD,http://www.shh.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7412,7412
SHIN YANG SHIPPING CORPORATION BERHAD,http://www.syshippingcorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5173,5173
SHL CONSOLIDATED BHD,http://www.shlcb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6017,6017
SIG GASES BERHAD,http://www.siggases.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5181,5181
SIGNATURE INTERNATIONAL BERHAD,http://www.signaturekitchen.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7246,7246
SIME DARBY BERHAD,http://www.simedarby.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4197,4197
SIME DARBY PLANTATION BERHAD,http://www.simedarbyplantation.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5285,5285
SIME DARBY PROPERTY BERHAD,https://www.simedarbyproperty.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5288,5288
SIN HENG CHAN (MALAYA) BERHAD,http://www.shcm.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4316,4316
SINMAH CAPITAL BERHAD,http://www.sinmah.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9776,9776
SKB SHUTTERS CORPORATION BERHAD,http://www.skb-shutters.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7115,7115
